id,username,email,role,make,acceleration,top_speed,electric_range,total_power,total_torque,drive,battery_capacity,length,width,height,wheelbase,gross_vehicle_weight,max_payload,cargo_volume,seats,maintenance_cost,pincode,date,time,latitude,longitude,vehicle_status,battery_level,range
1576,hollygonzalez,hollygonzalez@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4479.99,23149,2024-04-01,14:05:49,2.713279,34.177632,0,55,233.75
1577,peterstonya,peterstonya@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1546.91,28934,2024-06-22,11:18:35,-83.605318,113.479661,1,49,220.5
1578,ggraham,ggraham@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1519.27,34165,2024-10-22,09:15:23,-66.585009,69.897472,0,62,285.2
1579,martinezmorgan,martinezmorgan@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2341.96,03991,2024-03-01,13:38:11,-75.975077,-123.882019,0,13,58.5
1580,howardalex,howardalex@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4497.27,35316,2024-05-18,03:00:40,-3.721985,135.129449,0,52,252.2
1581,mark56,mark56@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2370.41,55026,2024-11-10,14:08:20,-80.999508,105.232172,0,100,460.0
1582,tyler94,tyler94@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3297.67,82927,2024-01-20,04:58:07,54.690619,-113.370866,0,83,402.55
1583,pauljohnson,pauljohnson@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4036.63,80675,2024-01-26,21:20:32,24.351354,-93.604155,1,79,335.75
1584,lynn39,lynn39@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1067.61,90176,2024-06-07,06:14:03,-8.559496,130.653731,0,51,239.7
1585,dhernandez,dhernandez@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4397.33,38404,2024-10-08,19:53:29,-78.902425,4.420516,1,73,335.8
1586,orivas,orivas@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3654.11,36043,2024-03-29,13:16:07,18.970571,31.37334,1,80,360.0
1587,smithcalvin,smithcalvin@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4292.41,64202,2024-03-14,15:05:43,-59.75204,60.695512,0,41,174.25
1588,rgreene,rgreene@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4059.32,34670,2024-05-14,06:11:53,-45.755004,121.445372,1,3,13.8
1589,uhayes,uhayes@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1831.74,89903,2024-04-08,04:10:59,37.824007,-24.610104,0,95,446.5
1590,hunter50,hunter50@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4505.91,01019,2024-07-11,08:25:39,33.221914,42.121265,1,49,220.5
1591,mgordon,mgordon@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2104.98,41159,2024-08-21,03:30:58,-67.975564,-166.852124,0,62,279.0
1592,hinesjamie,hinesjamie@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1785.96,24723,2024-03-15,13:25:10,34.265263,-69.884676,0,83,373.5
1593,joanthomas,joanthomas@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3616.99,02899,2024-03-06,15:29:05,-47.092125,-90.214591,1,21,89.25
1594,psmith,psmith@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3854.69,98749,2024-02-14,05:19:54,63.12673,26.091547,0,45,207.0
1595,lisa86,lisa86@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4272.4,32701,2024-05-21,23:39:31,-61.042367,102.478233,0,93,427.8
1596,latasha83,latasha83@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4205.59,74707,2024-11-18,04:26:57,37.459564,17.278235,0,93,437.1
1597,davidpham,davidpham@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2865.03,86254,2024-07-14,19:20:58,3.560301,112.77395,0,12,54.0
1598,mford,mford@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2537.51,58336,2024-03-03,12:14:57,-84.932946,-92.107678,0,77,354.2
1599,donaldparker,donaldparker@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3166.27,45332,2024-02-01,19:12:16,5.357181,27.24298,0,5,24.25
1600,pherrera,pherrera@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2550.54,97521,2024-10-12,17:06:55,-34.596947,-40.559689,0,99,480.15
1601,hancockelizabeth,hancockelizabeth@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3907.82,73829,2024-02-07,23:14:24,-40.284744,-7.843027,0,24,102.0
1602,nathaniel42,nathaniel42@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1364.96,34271,2024-08-07,21:17:10,-29.619392,154.089235,0,71,344.35
1603,cwalsh,cwalsh@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2342.29,44075,2024-11-19,16:13:53,2.868753,73.467333,0,82,348.5
1604,johnbrown,johnbrown@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2348.89,06069,2024-10-06,01:39:08,2.828002,-98.41767,1,25,121.25
1605,lewisdarryl,lewisdarryl@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2219.55,10923,2024-06-22,08:17:15,32.887076,93.85925,0,18,82.8
1606,tylerrobinson,tylerrobinson@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4115.43,06278,2024-06-22,05:24:10,24.453668,27.998467,0,81,372.6
1607,elizabeth47,elizabeth47@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4014.55,12129,2024-01-04,00:54:55,59.396486,128.067683,0,41,174.25
1608,justin97,justin97@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4621.72,83867,2024-04-06,23:06:01,10.793175,179.39318,1,80,388.0
1609,matthewsjared,matthewsjared@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2807.92,06236,2024-10-12,00:11:43,-73.828055,-13.018079,1,64,294.4
1610,wilsonchristina,wilsonchristina@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3477.46,88797,2024-02-22,01:14:57,-64.574043,-19.426574,1,16,73.6
1611,lisacaldwell,lisacaldwell@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4118.86,07781,2024-02-27,17:40:03,-78.39992,-101.261159,0,3,13.8
1612,burtonmatthew,burtonmatthew@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2657.3,10316,2024-06-21,06:56:51,9.484347,106.734855,1,89,431.65
1613,umiller,umiller@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4321.61,69907,2024-09-17,21:18:16,1.476781,25.219667,1,78,351.0
1614,nryan,nryan@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1951.32,54989,2024-03-30,13:20:30,-14.019557,-5.574739,1,58,281.3
1615,dawncox,dawncox@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3409.36,13947,2024-08-15,21:06:31,1.904375,-60.998677,1,46,216.2
1616,robert79,robert79@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3057.81,93956,2024-01-14,23:45:55,-48.219983,-101.289574,0,47,211.5
1617,andrew97,andrew97@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4428.91,92361,2024-01-11,20:11:56,-39.3625,65.86764,0,56,252.0
1618,vkirk,vkirk@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3077.29,04390,2024-01-01,08:13:27,-76.342404,-127.775961,1,93,451.05
1619,iparrish,iparrish@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4811.34,17149,2024-05-23,23:28:16,-3.208191,53.229166,1,15,69.0
1620,kgilbert,kgilbert@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2922.97,34905,2024-05-26,19:04:51,-53.447143,171.385568,1,21,101.85
1621,ncrane,ncrane@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4369.07,06103,2024-11-30,07:08:37,-33.38802,127.560361,1,98,475.3
1622,ginaburns,ginaburns@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2791.52,95626,2024-11-05,23:00:58,44.069092,6.694636,0,98,441.0
1623,dware,dware@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3526.77,09444,2024-11-29,11:48:18,-87.545359,26.189547,1,23,103.5
1624,oliverjoshua,oliverjoshua@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2678.54,01898,2024-10-05,11:17:38,-8.516687,-84.377055,0,62,300.7
1625,donaldstevens,donaldstevens@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2650.39,93030,2024-11-02,07:30:45,5.564308,-31.448093,1,85,361.25
1626,itrujillo,itrujillo@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4351.25,09314,2024-07-20,21:41:20,-26.232784,-58.904784,1,13,63.05
1627,wgarcia,wgarcia@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3041.23,86887,2024-09-20,05:20:09,-5.257414,-92.202784,0,80,388.0
1628,jholloway,jholloway@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4223.51,16570,2024-10-25,11:45:31,-19.430434,101.965717,0,37,179.45
1629,rachel39,rachel39@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4825.36,35065,2024-06-19,12:19:42,4.118577,-129.948157,0,33,140.25
1630,qkline,qkline@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4048.93,52261,2024-01-24,13:43:17,-0.724161,-103.900794,0,68,319.6
1631,carlos64,carlos64@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2227.59,26454,2024-08-24,07:42:36,17.598694,-159.453821,0,23,103.5
1632,davisheather,davisheather@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1090.57,56626,2024-04-12,18:42:46,-25.991651,147.733004,0,1,4.7
1633,ufoley,ufoley@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2065.07,91210,2024-08-02,08:34:02,60.456691,156.715123,0,42,178.5
1634,sarah22,sarah22@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1153.67,77847,2024-11-15,12:03:42,44.123291,90.420835,0,8,36.0
1635,montgomeryzoe,montgomeryzoe@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3383.3,44464,2024-02-07,18:02:50,-4.329899,158.640379,0,47,199.75
1636,rbrown,rbrown@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4898.35,98659,2024-10-18,03:03:39,84.44964,-68.706317,1,15,69.0
1637,poolejason,poolejason@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1695.26,76379,2024-07-09,05:01:26,19.410136,136.956557,1,51,216.75
1638,lbrown,lbrown@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4390.93,62300,2024-07-16,13:11:44,-72.241613,-45.987285,0,45,218.25
1639,james44,james44@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4039.27,74571,2024-11-21,01:28:05,56.53328,-13.118418,1,35,161.0
1640,simsclinton,simsclinton@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1886.11,78210,2024-10-08,15:49:50,13.717874,126.887845,1,68,312.8
1641,alicesmith,alicesmith@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2406.05,10297,2024-02-01,18:48:41,1.96294,152.848713,0,4,18.4
1642,lnelson,lnelson@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4919.43,26622,2024-08-13,18:28:07,73.426771,-137.20943,1,63,296.1
1643,colemanmichael,colemanmichael@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3553.47,93741,2024-10-10,01:31:49,-45.480085,-103.106848,1,37,173.9
1644,hwilkins,hwilkins@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4894.43,97787,2024-05-29,13:27:14,-49.117623,16.445978,1,48,216.0
1645,briannabennett,briannabennett@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4272.45,22167,2024-05-24,16:50:38,-5.799168,112.303688,1,72,324.0
1646,joseph85,joseph85@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1106.11,55884,2024-01-17,00:54:58,-80.033328,52.361151,1,96,451.2
1647,lawrencemary,lawrencemary@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4165.93,98777,2024-04-11,11:11:51,-42.298882,-103.178979,0,46,195.5
1648,cramirez,cramirez@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4208.72,84080,2024-09-27,13:08:35,-16.392278,156.518054,0,31,139.5
1649,okim,okim@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3725.64,37698,2024-10-31,22:39:45,67.759534,48.731258,1,52,221.0
1650,cbennett,cbennett@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2528.24,95184,2024-02-05,15:20:47,85.595235,-37.071323,0,55,247.5
1651,ashley73,ashley73@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2303.3,64877,2024-10-08,22:52:25,-36.089188,-83.766223,0,51,216.75
1652,jimmy48,jimmy48@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4919.36,56457,2024-09-09,18:32:19,84.274732,4.520768,1,20,97.0
1653,ralph57,ralph57@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2381.17,81880,2024-09-18,22:29:28,32.220638,4.841714,0,74,340.4
1654,dbrown,dbrown@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3406.2,54282,2024-10-08,16:36:50,29.820284,175.696115,1,89,418.3
1655,sandy31,sandy31@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2299.37,63272,2024-08-02,05:46:08,-45.595345,-166.101547,0,3,13.5
1656,juanmacdonald,juanmacdonald@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2608.07,09834,2024-02-23,17:08:35,40.045378,-161.940754,1,5,21.25
1657,kristenlucas,kristenlucas@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2306.5,04957,2024-02-21,13:42:52,-30.058175,168.872766,1,35,169.75
1658,troyrodriguez,troyrodriguez@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3521.61,85301,2024-06-05,09:26:22,-29.527353,73.862286,0,65,299.0
1659,kyle38,kyle38@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3414.64,91919,2024-07-03,15:13:47,28.924253,127.37517,1,52,244.4
1660,kristopher00,kristopher00@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1564.97,59271,2024-11-06,21:15:37,-7.317558,-168.157342,0,94,423.0
1661,davidbecker,davidbecker@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3002.42,36705,2024-06-27,11:14:02,-43.140167,-165.013438,0,22,106.7
1662,nancybest,nancybest@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,2457.97,18203,2024-11-24,04:39:34,-32.151468,-177.852155,0,22,93.5
1663,briancruz,briancruz@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1177.41,68684,2024-08-04,11:56:05,-15.440813,176.571765,1,62,279.0
1664,sara44,sara44@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2846.34,84358,2024-09-03,19:30:36,48.449803,66.973753,0,44,198.0
1665,bakermichael,bakermichael@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3307.99,21013,2024-04-10,12:43:29,84.058525,-30.32736,1,34,164.9
1666,tanya55,tanya55@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1077.65,02765,2024-04-28,06:54:51,-74.032322,118.13182,1,63,289.8
1667,clarkleroy,clarkleroy@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3145.35,05972,2024-01-26,04:13:53,-1.083687,67.423526,0,89,400.5
1668,rebecca62,rebecca62@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1057.11,12664,2024-06-02,13:21:14,65.137547,179.889078,1,83,352.75
1669,matthew46,matthew46@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,3971.35,97766,2024-05-20,19:52:11,-78.610754,-162.280185,0,28,131.6
1670,matthew41,matthew41@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2479.59,76173,2024-05-22,09:19:44,82.371699,51.045661,0,33,155.1
1671,christopherchambers,christopherchambers@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2829.93,16233,2024-03-14,12:35:32,1.550798,-80.6637,1,31,145.7
1672,thomassmith,thomassmith@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4403.09,82425,2024-03-18,15:47:03,-86.465728,23.500923,1,94,441.8
1673,tkim,tkim@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,3683.74,02977,2024-03-01,21:23:55,89.611594,57.919122,1,46,207.0
1674,cherylperez,cherylperez@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,2115.36,28244,2024-04-24,05:37:18,-85.692725,-77.732247,1,64,288.0
1675,robert09,robert09@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2369.83,80875,2024-07-17,04:09:42,52.707427,-136.125884,1,59,271.4
1676,xbrown,xbrown@gmail.com,Fleet Manager,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,3864.39,71819,2024-05-25,06:47:00,36.04429,-45.833223,1,61,259.25
1677,hmiles,hmiles@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3000.44,83839,2024-06-11,08:25:48,14.52067,47.752426,1,78,358.8
1678,williamsjoseph,williamsjoseph@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3056.14,86598,2024-11-16,22:27:48,-16.534458,-154.693546,1,69,317.4
1679,bterrell,bterrell@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3542.86,88623,2024-11-27,06:20:29,-63.437029,149.212543,1,35,161.0
1680,chenbarry,chenbarry@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,4435.56,53940,2024-02-18,18:32:45,-76.631783,52.731209,1,23,105.8
1681,halllisa,halllisa@gmail.com,Driver,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2605.3,68989,2024-02-01,13:24:27,89.986962,143.891249,1,98,475.3
1682,williamsjennifer,williamsjennifer@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,1849.17,53707,2024-09-27,10:08:00,75.878587,4.262956,1,50,235.0
1683,jameshill,jameshill@gmail.com,Fleet Manager,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2062.16,68380,2024-10-23,05:31:39,-36.038405,64.619993,0,56,263.2
1684,brendayoung,brendayoung@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4280.41,72391,2024-08-02,21:17:09,53.369501,139.154842,1,52,221.0
1685,obrock,obrock@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3599.9,06268,2024-10-15,05:05:51,-37.841665,-49.06657,0,43,197.8
1686,powelllauren,powelllauren@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1417.85,65305,2024-11-17,12:57:26,46.326595,-159.053472,0,70,297.5
1687,thompsonjacqueline,thompsonjacqueline@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,2458.32,50904,2024-04-04,18:18:37,-33.185359,19.800589,1,76,357.2
1688,jason47,jason47@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,1192.3,17434,2024-04-17,00:32:11,29.467639,-26.882814,0,93,395.25
1689,justincampbell,justincampbell@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3125.36,33985,2024-09-17,11:51:57,30.481682,141.21042,1,100,460.0
1690,justin19,justin19@gmail.com,Driver,BMW,5.7,190,470,250,430,Rear,83.9,4783,1852,1448,2856,2605,555,470,5,4468.07,55607,2024-10-30,10:02:24,-47.215559,90.410745,0,90,423.0
1691,roseblack,roseblack@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3915.24,71745,2024-01-13,04:23:57,-49.766657,-111.232341,1,11,50.6
1692,hollygraham,hollygraham@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4514.25,30571,2024-08-30,23:08:50,45.384133,100.987419,0,73,328.5
1693,wilsonronald,wilsonronald@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3636.15,27847,2024-06-06,16:31:33,-15.22945,175.71102,1,93,427.8
1694,houstonwhitney,houstonwhitney@gmail.com,Fleet Manager,Tesla1,4.4,233,485,366,493,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,3291.98,91450,2024-10-24,02:28:14,-22.512222,18.263439,1,17,82.45
1695,david43,david43@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,1639.65,45862,2024-03-18,00:25:23,86.115722,-0.462942,0,48,216.0
1696,garciajerry,garciajerry@gmail.com,Fleet Manager,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,1567.31,19906,2024-11-18,05:00:38,-26.195952,-105.063981,0,27,124.2
1697,emcclure,emcclure@gmail.com,Driver,Polestar,7.4,160,425,170,330,Front,78.0,4607,1800,1479,2735,2490,496,405,5,4123.34,31088,2024-11-12,13:06:35,74.397595,-71.303664,1,55,233.75
1698,thompsonstacey,thompsonstacey@gmail.com,Fleet Manager,Volkswagen,7.9,160,450,150,310,Rear,82.0,4261,1809,1568,2771,2300,447,385,5,4605.06,27887,2024-01-26,21:57:18,-39.949405,-135.944121,0,25,112.5
1699,rryan,rryan@gmail.com,Driver,Tesla2,3.3,261,460,377,660,AWD,82.0,4694,1849,1443,2875,2232,388,561,5,2776.1,38249,2024-05-02,04:29:21,-76.974681,132.769987,1,56,257.6
